/1	20974
2	8649
3	19980
4	16036
5	13168
6	8328
7	10569
8	25777
9	26227
10	14481
11	7149
12	19113
13	9879
14	11164
15	28257
16	26308
17	7492
18	16590
19	16790
20	23103
21	17706
22	18170
23	24784
24	29511
25	28725
26	12807
27	23639
28	13042
29	21511
30	10070
31	7978
32	12637
33	27580
34	24529
35	21351
36	9189
37	25512
38	27058
39	25078
40	24061
41	26508
42	14654
43	11175
44	20779
45	27543
46	26001
47	26163
48	13724
49	7769
50	8221
51	18892
52	24378
53	15531
54	8716
55	2019
56	13244
57	8057
58	23171
59	27221
60	23845
61	29209
62	8355
63	18849
64	27997
65	26149
66	27723
67	22644
68	14349
69	26304
70	16506
71	26091
72	18966
73	8409
74	8907
75	24460
76	17353
77	7225
78	18825
79	7076
80	8673
81	11485
82	19839
83	15958
84	29535
85	11721
86	6213
87	25360
88	13662
89	23730
90	27402
91	25673
92	7423
93	15916
94	11158
95	8311
96	14130
97	12013
98	11737
99	28572
100	23126
101	15333
102	12848
103	8783
104	18955
105	24363
106	21537
107	22529
108	22861
109	24772
110	7270
111	8547
112	27513
113	23729
114	18345
115	10407
116	20829
117	7757
118	17888
119	19243
120	6104
121	10090
122	22564
123	14981
124	21557
125	26143
126	8678
127	24548
128	27049
129	28257
130	17847
131	7774
132	7661
133	6808
134	10929
135	26007
136	17625
137	14259
138	28506
139	16900
140	8752
141	20034
142	22874
143	17844
144	18006
145	7645
146	15885
147	7249
148	18642
149	8068
150	6239
151	20825
152	27652
153	19237
154	23332
155	29788
156	26358
157	25370
158	18892
159	8635
160	17438
161	13122
162	22898
163	7700
164	6743
165	9538
166	12880
167	23896
168	12619
169	17710
170	21931
171	20324
172	26698
173	24280
174	15939
175	28720
176	8028
177	14021
178	6792
179	6519
180	22407
181	9854
182	9236
183	25218
184	27496
185	18607
186	18916
187	21916
188	20435
189	8926
190	25609
191	17419
192	14568
193	20814
194	10873
195	22379
196	7706
197	22647
198	24222
199	23489
200	21552
201	12695
202	12939
203	28303
204	6574
205	12555
206	15285
207	7944
208	12666
209	15545
210	22770
211	29944
212	27037
213	18445
214	28094
215	11165
216	28809
217	12920
218	7041
219	13038
220	6006
221	23873
222	21490
223	14838
224	23224
225	20622
226	12305
227	16216
228	29346
229	16033
230	8037
231	16713
232	17148
233	12339
234	15537
235	15180
236	19543
237	29598
238	7351
239	26113
240	12405
241	11328
242	10366
243	8958
244	15202
245	22749
246	10941
247	29757
248	13695
249	22308
250	13482
251	10671
252	21418
253	24605
254	11091
255	13671
256	26533
257	24442
258	12568
259	19959
260	8233
261	16482
262	21573
263	14929
264	10734
265	11955
266	11895
267	19756
268	17753
269	13428
270	19281
271	22747
272	15487
273	26906
274	6928
275	21748
276	18256
277	29134
278	25873
279	23874
280	18865
281	26776
282	25842
283	14517
284	6270
285	13402
286	23871
287	27776
288	23973
289	26203
290	17629
291	12575
292	24141
293	21724
294	20451
295	29925
296	23868
297	26256
298	25956
299	19053
300	25370
301	26900
302	20989
303	25918
304	13446
305	18351
306	20122
307	6255
308	21907
309	29331
310	14798
311	23796
312	23868
313	13229
314	21164
315	7254
316	18091
317	7374
318	10009
319	22498
320	9962
321	7986
322	17059
323	22036
324	13854
325	26284
326	8049
327	14593
328	27729
329	7557
330	15229
331	29975
332	6657
333	21929
334	6759
335	7873
336	6543
337	7110
338	25017
339	25085
340	15957
341	21708
342	17569
343	9900
344	22655
345	15538
346	10813
347	11222
348	8749
349	27376
350	24853
351	9869
352	9973
353	7766
354	7033
355	7024
356	19696
357	11586
358	29829
359	25288
360	21883
361	27853
362	17102
363	18431
364	15357
365	11851
366	11471
367	24888
368	19971
369	18753
370	14443
371	20685
372	21147
373	26048
374	26830
375	23499
376	23707
377	22744
378	26275
379	21627
380	10417
381	11092
382	23251
383	9520
384	28230
385	19137
386	26451
387	10762
388	23785
389	22551
390	24525
391	19138
392	16451
393	12834
394	14517
395	27817
396	29508
397	18296
398	6552
399	28090
400	18115
401	27766
402	13733
403	12678
404	27348
405	24325
406	6923
407	19599
408	15440
409	29220
410	13731
411	29754
412	11035
413	8327
414	12769
415	24574
416	7465
417	19345
418	22618
419	29387
420	9108
421	19371
422	8164
423	23125
424	18045
425	25684
426	16429
427	15651
428	28753
429	24526
430	15115
431	22069
432	25059
433	29512
434	27661
435	17842
436	24526
437	29053
438	25630
439	24223
440	9396
441	15942
442	25309
443	14967
444	23019
445	7436
446	28754
447	10980
448	12924
449	16956
450	15224
451	7284
452	22900
453	10593
454	25483
455	20497
456	13713
457	6442
458	22452
459	16270
460	12007
461	26481
462	21282
463	27661
464	16870
465	13776
466	8668
467	9648
468	24879
469	21980
470	15183
471	26964
472	28969
473	24116
474	22529
475	15717
476	8881
477	29200
478	29751
479	23425
480	28660
481	21677
482	8457
483	9184
484	21369
485	26472
486	13472
487	28009
488	11653
489	23592
490	23734
491	10806
492	19199
493	10195
494	21765
495	21157
496	16200
497	27955
498	20611
499	11737
500	7284
501	9015
502	19086
503	29310
504	10218
505	29717
506	12594
507	8144
508	7212
509	13122
510	19305
511	17152
512	9934
513	20742
514	28347
515	22126
516	6706
517	11458
518	12460
519	14893
520	10312
521	19194
522	13042
523	21383
524	27054
525	28595
526	18136
527	7535
528	28345
529	12339
530	17266
531	17503
532	9501
533	8037
534	17765
535	22826
536	17435
537	10518
538	15134
539	26284
540	16563
541	27550
542	26365
543	11211
544	18632
545	14121
546	20200
547	16789
548	7125
549	24963
550	24380
551	15102
552	13756
553	14717
554	23377
555	17161
556	11652
557	12091
558	9235
559	29607
560	20146
561	9707
562	19338
563	6058
564	27588
565	16932
566	21195
567	16640
568	16531
569	22921
570	11712
571	15923
572	23742
573	25868
574	24277
575	23808
576	12177
577	19298
578	9121
579	21701
580	25683
581	24676
582	6780
583	19199
584	20179
585	10232
586	28877
587	10095
588	11066
589	21027
590	23616
591	19323
592	9685
593	29017
594	23596
595	20180
596	15274
597	14827
598	24199
599	21817
600	28997
601	6621
602	13188
603	23025
604	20889
605	15390
606	7596
607	14958
608	14432
609	17694
610	20913
611	11617
612	11544
613	14749
614	16584
615	26578
616	11297
617	9387
618	9118
619	26282
620	11469
621	18612
622	27941
623	6090
624	24928
625	10545
626	17351
627	22044
628	26749
629	21130
630	23103
631	18753
632	18142
633	8428
634	20478
635	21011
636	11954
637	20149
638	21706
639	10133
640	21294
641	29614
642	15574
643	16043
644	15939
645	10400
646	6024
647	12238
648	6476
649	17249
650	29910
651	29580
652	17724
653	25797
654	21186
655	22860
656	17515
657	12061
658	8889
659	8125
660	18592
661	22459
662	25232
663	27462
664	11398
665	22687
666	15232
667	11643
668	13621
669	29536
670	8020
671	13541
672	7645
673	23647
674	19205
675	24343
676	14732
677	25318
678	17503
679	18159
680	14295
681	8778
682	18046
683	16699
684	16132
685	19827
686	29013
687	21483
688	18228
689	28458
690	18296
691	15805
692	13960
693	22117
694	8723
695	23562
696	20517
697	20361
698	11397
699	22530
700	14041
701	22812
702	11535
703	13413
704	17380
705	14491
706	6422
707	25309
708	6435
709	17889
710	27390
711	24238
712	20323
713	16895
714	24342
715	23702
716	11563
717	26050
718	28802
719	11738
720	27214
721	21020
722	12932
723	6348
724	16690
725	21885
726	28923
727	7456
728	9996
729	21709
730	22085
731	18989
732	29777
733	14806
734	14857
735	29314
736	13930
737	27492
738	29077
739	29281
740	20632
741	20278
742	17278
743	25411
744	23334
745	16353
746	21861
747	13786
748	8948
749	28869
750	16089
751	19044
752	8365
753	29881
754	13900
755	28871
756	7803
757	22113
758	18101
759	19040
760	18017
761	15304
762	10542
763	29463
764	11636
765	9899
766	7071
767	24095
768	28150
769	25285
770	22795
771	27306
772	10015
773	22162
774	7968
775	10750
776	21414
777	12531
778	9352
779	28948
780	28005
781	20983
782	7971
783	20328
784	10346
785	15537
786	25021
787	13122
788	8375
789	13093
790	23178
791	13253
792	20877
793	17938
794	19095
795	11596
796	10831
797	21242
798	27328
799	24307
800	6893
801	15854
802	23979
803	17435
804	25643
805	14042
806	11182
807	22044
808	7051
809	19847
810	18398
811	10601
812	18619
813	18006
814	11557
815	14798
816	30465
817	25268
818	19201
819	17467
820	27505
821	23011
822	21494
823	9459
824	24461
825	18431
826	20976
827	30388
828	15671
829	13613
830	15122
831	8281
832	10919
833	8572
834	7411
835	29139
836	28283
837	14444
838	28048
839	16593
840	19147
841	15477
842	26597
843	24850
844	8269
845	24953
846	18305
847	21731
848	28735
849	22965
850	25986
851	16392
852	9198
853	20060
854	12386
855	30381
856	26976
857	9525
858	17377
859	9195
860	25036
861	11875
862	20701
863	19195
864	11634
865	16858
866	18915
867	23892
868	11104
869	21273
870	27867
871	13821
872	26169
873	12762
874	15811
875	8430
876	17785
877	20030
878	23371
879	10692
880	11417
881	29446
882	30327
883	13014
884	18178
885	23054
886	14070
887	17969
888	22243
889	28102
890	18864
891	27915
892	12924
893	24520
894	8263
895	24564
896	11550
897	15168
898	16816
899	14458
900	13774
901	22357
902	19420
903	8591
904	15521
905	26708
906	7484
907	12686
908	20170
909	8847
910	6550
911	23215
912	21138
913	12750
914	28325
915	19288
916	30596
917	6500
918	18705
919	24226
920	13571
921	17949
922	19176
923	26086
924	7546
925	19174
926	19544
927	6800
928	18083
929	15034
930	16058
931	30025
932	13736
933	25246
934	27823
935	28321
936	17531
937	16662
938	26075
939	16447
940	9367
941	16753
942	6738
943	7206
944	21099
945	15441
946	15090
947	30264
948	25536
949	22287
950	16304
951	13738
952	24754
953	12807
954	28028
955	19858
956	9879
957	11632
958	28105
959	13622
960	13192
961	28801
962	11307
963	17611
964	15129
965	27835
966	22042
967	24823
968	11931
969	11852
970	10315
971	22667
972	15919
973	12406
974	24674
975	27819
976	6471
977	6589
978	16470
979	17383
980	12644
981	20397
982	30310
983	22641
984	16714
